cluster_id,sample_tags,rating,failure_reason
232,Bestselling Product Discovery | Ecommerce Data Analysis | Product Data Analysis | Product Detail Preservation | Product Link Analysis | Product Research | Product Set Curation,Mixed,"Most tags concern product research and analysis, while product detail preservation and product set curation are distinct capabilities."
235,Data Isolation | Data Privacy Management | End-to-End Encryption | Secure Data Handling | Security Evaluation,Good,
258,Action Item Extraction | Action Item Identification | PII Redaction,Mixed,"Action item extraction and identification form one capability, while PII redaction is a distinct data-privacy operation."
274,Screen Recording | Keyboard Shortcut Capture | Screen and Camera Recording | Screen and Webcam Recording | Screenshot Annotation | Screenshot Capture | Screenshot-to-Mockup Conversion | Teleprompter,Good,
279,Text-to-Speech | Speech-to-Text Transcription | Speech Transcription | Speech-to-Text | Text to Speech | Pronunciation Guides | Text-to-Dialogue | Text-to-Speech Narration | Text-to-Voice | Voice-to-Text Responses,Good,
282,Cutout Refinement | Dialect Support | Essay Refinement | Language Customization | Language Refinement | Multilingual Responses,Mixed,"Most tags concern language adaptation or multilingual support, but essay refinement and cutout refinement represent distinct capabilities."
287,AI Copywriting | Copy Generation | Copy Optimization | Copy Rewriting | Copywriting | Email Copywriting | Local Service Page Copy Generation | Website Copy Generation | Website Copywriting,Good,
295,Social Media Publishing | Direct Social Publishing | Social Media Auto-Posting | Social Media Sharing | Social Media Support | Social Post Conversion,Mixed,Social media support and social post conversion are distinct from the core capability of social media publishing.
301,A/B Testing | A/B Test Recommendations | Video A/B Testing,Good,
302,Image Sharing | Master Sharing | Online Video Sharing | Video Sharing,Mixed,"Three tags concern visual media sharing, while Master Sharing does not clearly represent that capability."
308,SERP Analysis | SERP Clustering | Topic Clustering,Mixed,"Two tags involve clustering, while SERP Analysis is a distinct search-results evaluation capability."
309,Retention Analysis | Retention Management,Good,
316,Browser Automation | Automatic Website Updates | Content Automation | Desktop Automation | Document Automation | Email Automation | Inquiry Automation | Marketing Automation | Routine Automation | Social Media Automation,Mixed,"Only about half of the tags concern marketing and content automation, while the rest automate distinct browser, desktop, document, inquiry, or routine workflows."
321,Duration Matching | Time Data Analysis | Time Management Guidance | Timeframe-Based Investigation | Timesheet Management,Bad,"The tags share a time-related theme but represent distinct capabilities such as duration matching, data analysis, productivity guidance, investigation, and timesheet management."
325,Niche Exploration | Niche Research,Good,
327,Website Building | No-Code Website Building | Website Generation | Custom Website Generation | No-Code Website Customization | Notion-to-Website Conversion | Web Application Generation | Website Migration | Website Restyling,Good,
332,Human Escalation | Escalation Rules | Live Agent Escalation,Good,
338,Feed Personalization | Personalized Feeds | Personalized Music Streaming,Good,
343,Canvas Loop Creation | Intelligent Canvas | Interactive Canvas,Mixed,"Intelligent and interactive canvases describe canvas interface capabilities, while canvas loop creation is a distinct content-generation function."
346,Aging Effects | Baby Sex Selection | Output Age Selection | Output Evaluation,Mixed,"Only Aging Effects and Output Age Selection share an age-related visual transformation capability, while the other tags serve different functions."
349,Automated Comments | Automated Moderation | Comment Management | Posts and Comments | Remarketing Activation,Good,
