cluster_id,sample_tags,rating,failure_reason
49,Meeting Summarization | Text Summarization | Content Summarization | AI Summarization | Call Summarization | Document Summarization | PDF Summarization | AI Business Summarization | Data Summarization | Email Summarization | Information Summarization,Good,
51,Competitor Analysis | Competitor Comparison | Competitor Monitoring | Competitive Intelligence | Competitor Benchmarking | Competitor Content Monitoring | Competitor Creative Analysis | Competitor Insights | Competitor Intelligence | Competitor Sales Tracking | Competitor Visibility Benchmarking,Mixed,"Most tags concern competitor analysis or benchmarking, but several instead describe ongoing monitoring and sales tracking."
52,Code Review | Content Review | Expert Content Review | Quality Reviews | Review Analysis,Good,
57,Anomaly Detection | Exception Detection | Anti-Fraud Detection | Automatic Fallbacks | Correction Detection | Error Detection | Error Diagnosis | Fraud Detection | Issue Resolution | Printability Checking | Trust Signal Analysis | Virtual Try-On,Mixed,"Most tags concern detecting anomalies, errors, or fraud, but several describe remediation, fallback behavior, printability validation, trust analysis, or virtual try-on."
63,Text-to-Video | Text-to-Image | Image-to-Text Conversion | Video-to-Text Conversion,Mixed,The cluster splits evenly between generating visual media from text and converting visual media into text.
71,Website Hosting | App Hosting | Cloud Hosting | Hosting | Hosting Management | Model Hosting,Good,
79,Video Reframing | Video Customization | Video Resizing | Video Templates | Video Upscaling | Stock Footage Integration | Video Format Selection | Video Personalization | Video Preview | Video Rendering | Video Resolution Control | Video Watermarking,Mixed,"The tags span video editing and personalization, asset integration, previewing, and output rendering or formatting rather than one consistent capability."
81,Talking Photo Creation | Photo Animation | Banner Generation | Ghost Mannequin Generation | Headshot Generation | Image Recreation | Packshot Creation | Photo Analysis | Photo Collage Creation | Photo Effects | Photo Generation | Photo Pack Generation | Photo Regeneration | Photo Transformation | Product Photo Generation | Talking Photos | Virtual Photography,Good,
83,Batch Editing | Batch Processing | Batch Design Generation | Batch Photo Processing | Bulk Image Processing | Bulk Processing | Bulk Prompt Processing | Bulk Row Processing,Good,
98,Text Translation | Translation | AI Translation | Content Translation | PDF Translation | Bilingual Translation | Course Translation | Document Translation | Guide Translation | Language Translation | Message Translation | Multilingual Reading | Multilingual Translation | Note Translation | OCR Translation | Parallel Translation | Question Translation | Resume Translation | Text Selection Translation | Translation to English | Voice Translation | Webpage Translation,Good,
101,E-commerce Functionality | E-commerce Integrations | E-commerce Management | E-commerce Setup,Bad,"The tags share an e-commerce domain but describe distinct capabilities: functionality, integration, management, and setup."
107,Campaign Optimization | Campaign Management | Campaign Planning | Campaign Reporting | Ad Campaign Management | Campaign Automation | Campaign Creation | Campaign Drafting | Campaign Generation | Campaign Iteration | Campaign Performance Monitoring | Campaign Variation Generation,Bad,"The tags describe distinct campaign functions such as planning, creation, management, optimization, automation, monitoring, and reporting rather than one shared capability."
110,Cross-Meeting Search | Meeting Search,Good,
111,Appointment Reminders | Calendar Integration | Calendar Sync | Calendar Synchronization | Content Calendar Generation | Visit Rescheduling,Mixed,"Only three tags concern calendar integration or synchronization, while the others cover reminders, rescheduling, and content planning."
112,Real-Time Alerts | Real-Time Collaboration | Real-Time Insights | Real-Time Suggestions | Real-Time Voice Streaming | Real-Time Writing Suggestions,Bad,"The tags describe distinct capabilities such as alerts, collaboration, insights, suggestions, and voice streaming, sharing only real-time operation."
114,Business Description Generation | Business Logic Generation | Business Name Generation | Business Plan Generation | Financial Roadmap Generation | Milestone Creation | PDF Plan Download,Mixed,"Most tags concern business planning, but business name generation and PDF downloading are distinct capabilities."
116,Chart Selection | Visual Selection,Good,
119,Landing Page Generation | Landing Page Building | Landing Page Creation | Page Addition,Mixed,Page Addition is a generic page-management capability rather than specifically landing page generation.
125,Interview Brief Generation | Interview Coaching | Interview Outline Creation | Interview Practice | Interview Q&A Generation | Interview Question Generation | Mock Interview Practice | Mock Interviews | Quantitative Questioning,Mixed,The cluster mixes interview content generation with interactive coaching and mock-interview practice.
135,Voice Changing | AI Voice Calling | Call Transcription | Voice Input | Voice Messaging | AI Phone Calls | Call and Text Answering | Voice Calling | Voice Control | Voice Conversation | Voice Conversations | Voice Narration | Voice Prompting | Voice Typing,Mixed,"The cluster centers on voice calling and conversation but also includes distinct functions such as transcription, narration, voice changing, typing, and control."
136,Formula Generation | Calculator Building | Formula Writing | Labor Rate Calculation | Spreadsheet Filling,Mixed,"Formula generation, formula writing, and calculator building involve creating calculation logic, while labor rate calculation and spreadsheet filling perform distinct functions."
140,Search Console Integration | Google Search Console Integration,Good,
142,AI Text Humanization | AI Content Writing | AI Writing | AI Blog Writing | AI Contract Drafting | AI Copilot | AI Script Writing | AI Storyboarding | AI Writing Suggestions | AI-Assisted Writing Refinement | In-Document AI Assistant,Good,
148,Advanced Filtering | Email Filtering | Filter Application | Mention Filtering | Source Filtering | Spam Call Filtering | Store Filtering,Good,
150,Conversion Tracking | Accent Conversion | Audio Format Conversion | Conversion Analysis | Conversion API Integration | Document Conversion | Product Page Conversion | Voice Conversion | Voice-to-Voice Conversion,Mixed,"Five tags describe content or format transformation, while the others concern marketing conversion tracking, analysis, integration, or optimization."
172,Agent Capabilities | Agent Evaluation | Agent Insights | Agent Management | Agent Monitoring | Agent Observability | Agent Performance Monitoring | Agents API | Terminal Agent Interaction,Mixed,"Most tags concern agent monitoring and evaluation, while the others describe agent management, APIs, capabilities, or interaction."
174,Visual Generation | Mind Map Generation | Visual Content Generation | Feature Bullet Generation | Topical Map Generation | Visual Draft Generation | Visual Effects Generation | Visual Mockup Generation | Widget Generation,Mixed,"Several tags concern structured maps, text bullets, or software widgets rather than visual content and asset generation."
176,Ad Performance Analysis | Ad Format Curation | Ad Intelligence Analysis | Ad Monetization | Ad Performance Optimization | Ad Performance Pre-testing | Ad Template Browsing | Ad Tracking | Advertising Analysis | Competitor Ad Analysis,Mixed,"Only six tags concern ad analysis, intelligence, testing, or tracking, while the others cover curation, monetization, optimization, and template browsing."
181,Multi-Channel Messaging | Branch Management | Channel Management | Multi-Channel Deployment | Multi-Channel Publishing | Multichannel Deployment,Mixed,"Most tags concern multi-channel deployment or distribution, while branch and channel management are distinct administrative capabilities."
183,Natural Language Task Management | Task Breakdown | Task Extraction | Task Instruction Generation | Task Management | Task Management Integration | Task Research | Task Routing,Mixed,"The tags span distinct operations such as task extraction, decomposition, research, instruction generation, integration, and routing rather than one consistent task-management capability."
185,Course Outline Generation | Guided Step Planning | Interactive Guide Creation | Step-by-Step Guide Generation | Visual Guide Generation,Good,
186,Markup Customization,Good,
189,LLM Access | LLM Function Calling | LLM Indexing | llms.txt Analysis | LLMs.txt Generation,Bad,"The tags describe distinct capabilities, with only llms.txt analysis and generation forming a coherent subgroup."
193,Slide Creation | Slide Deck Generation | Slide Generation | Document and Slide Generation | Slide Content Generation | Slide Text Generation,Good,
194,Video Summarization | Video Performance Tracking | Deepfake Video Detection | Outlier Video Discovery | Reference Video Analysis | Video Annotations | Video Content Analysis | Video Search | YouTube Embedding,Mixed,"Most tags involve video content analysis, but performance tracking, search, annotation, and embedding represent distinct capabilities."
214,Anime Style Customization | Character Customization | Length Customization | Photo Style Customization | Style Adjustment | Style Application | Style Customization | Style Description | Style Guide Alignment | Style Selection | Timeline Customization,Mixed,"Most tags concern selecting or customizing style, but style description, character customization, length customization, and timeline customization represent distinct capabilities."
216,Budget Alerts | Budget Management | Budget Optimization | Budget Tracking | Spend Limits,Good,
229,Mention Opportunity Discovery | Opportunity Identification | Opportunity Monitoring | Outreach Opportunity Discovery,Mixed,"Three tags concern discovering or identifying opportunities, while opportunity monitoring is a distinct tracking capability."
232,Bestselling Product Discovery | Ecommerce Data Analysis | Product Data Analysis | Product Detail Preservation | Product Link Analysis | Product Research | Product Set Curation,Mixed,"Most tags concern ecommerce product research and analysis, but product detail preservation and product set curation represent distinct capabilities."
235,Data Isolation | Data Privacy Management | End-to-End Encryption | Secure Data Handling | Security Evaluation,Good,
258,Action Item Extraction | Action Item Identification | PII Redaction,Mixed,"Action item extraction and identification share a capability, but PII redaction is a distinct function."
274,Screen Recording | Keyboard Shortcut Capture | Screen and Camera Recording | Screen and Webcam Recording | Screenshot Annotation | Screenshot Capture | Screenshot-to-Mockup Conversion | Teleprompter,Mixed,"Most tags involve screen capture or recording, while screenshot editing, mockup conversion, and teleprompter functions are distinct capabilities."
279,Text-to-Speech | Speech-to-Text Transcription | Speech Transcription | Speech-to-Text | Text to Speech | Pronunciation Guides | Text-to-Dialogue | Text-to-Speech Narration | Text-to-Voice | Voice-to-Text Responses,Bad,"The cluster mixes text-to-speech synthesis, speech-to-text transcription, pronunciation guidance, and dialogue generation rather than one dominant capability."
282,Cutout Refinement | Dialect Support | Essay Refinement | Language Customization | Language Refinement | Multilingual Responses,Mixed,"Only dialect support, language customization, and multilingual responses clearly share a multilingual language-adaptation capability, while the refinement tags describe distinct editing functions."
287,AI Copywriting | Copy Generation | Copy Optimization | Copy Rewriting | Copywriting | Email Copywriting | Local Service Page Copy Generation | Website Copy Generation | Website Copywriting,Good,
295,Social Media Publishing | Direct Social Publishing | Social Media Auto-Posting | Social Media Sharing | Social Media Support | Social Post Conversion,Mixed,"Four tags concern publishing or sharing social media posts, while social media support and post conversion describe different capabilities."
301,A/B Testing | A/B Test Recommendations | Video A/B Testing,Good,
302,Image Sharing | Master Sharing | Online Video Sharing | Video Sharing,Mixed,"Three tags describe sharing visual media, while “Master Sharing” does not clearly represent the same capability."
308,SERP Analysis | SERP Clustering | Topic Clustering,Mixed,"SERP Clustering and Topic Clustering perform clustering, while SERP Analysis is a broader analytical capability."
309,Retention Analysis | Retention Management,Mixed,"Retention analysis evaluates retention patterns, while retention management controls or improves retention processes."
316,Browser Automation | Automatic Website Updates | Content Automation | Desktop Automation | Document Automation | Email Automation | Inquiry Automation | Marketing Automation | Routine Automation | Social Media Automation,Good,
321,Duration Matching | Time Data Analysis | Time Management Guidance | Timeframe-Based Investigation | Timesheet Management,Bad,"The tags cover distinct functions such as temporal analysis, duration matching, productivity guidance, investigation, and timesheet administration."
325,Niche Exploration | Niche Research,Good,
327,Website Building | No-Code Website Building | Website Generation | Custom Website Generation | No-Code Website Customization | Notion-to-Website Conversion | Web Application Generation | Website Migration | Website Restyling,Mixed,"Most tags describe website generation, while customization, migration, and restyling are distinct website modification or transfer capabilities."
332,Human Escalation | Escalation Rules | Live Agent Escalation,Good,
338,Feed Personalization | Personalized Feeds | Personalized Music Streaming,Good,
343,Canvas Loop Creation | Intelligent Canvas | Interactive Canvas,Mixed,"Intelligent and interactive canvases describe canvas-based workspaces, while canvas loop creation is a distinct media-generation capability."
346,Aging Effects | Baby Sex Selection | Output Age Selection | Output Evaluation,Mixed,"Only two tags clearly describe selecting output attributes, while aging effects and output evaluation represent different functions."
349,Automated Comments | Automated Moderation | Comment Management | Posts and Comments | Remarketing Activation,Mixed,"Comment moderation and management form the main capability, while automated comment creation and remarketing activation perform distinct functions."
