cluster_id,sample_tags,rating,failure_reason
87,Report Generation | Custom Report Generation | Financial Report Generation | Holistic Reporting | Interactive Report Creation | PDF Plan Download | PDF Processing | PDF Report Generation | Procedure Documentation | Report Preparation | Research Report Generation | Validation Report Generation | Writing Reports,Mixed,"Most tags concern report creation, but PDF downloading, general PDF processing, and procedure documentation are distinct capabilities."
107,Writing Feedback | Feedback Generation | Grammar Checking | Readability Improvement | Readability Scoring | Feedback and Corrections | Feedback Collection | Fluency Feedback | Grammar Analysis | Grammar Feedback | Timestamped Feedback,Good,
108,Performance Analytics | Performance Tracking | Performance Monitoring | Performance Reporting | Video Performance Tracking | Performance Learning | Post Performance Tracking | Social Performance Tracking,Good,
114,Quiz Generation | Question Answering | Quiz Creation | Adaptive Follow-Up Questions | Codebase Question Answering | Comprehension Analytics | Content Answerability Analysis | Content-Based Answering | Customer Question Answering | Follow-Up Question Answering | Interview Question Generation | Knowledge-Based Answering | Legal Question Answering | Quantitative Questioning | Question Classification | Question Generation | Question Keyword Research | Tax Question Answering,Bad,"The cluster mixes question answering, question generation, classification, analytics, and keyword research, with no single capability covering at least half the tags."
129,Visibility Scoring | AI Visibility Auditing | AI Visibility Scoring | AI Visibility Tracking | Competitor Visibility Benchmarking,Good,
139,Bulk File Upload | Document Upload | File Upload | File Uploads,Good,
143,Tone Adjustment | Tone Customization | Pitch and Intonation Control | Pitch Control | Pronunciation Control | Pronunciation Customization | Pronunciation Feedback | Pronunciation Guides | Tone Consistency | Tone Preservation | Tone Rewriting,Mixed,The cluster mixes speech pronunciation and pitch control with textual tone adjustment and rewriting.
150,Information Extraction | Insight Extraction | Structured Data Extraction | Data Enrichment | Data Extraction | Text Extraction | Automated Data Extraction | Candidate Data Enrichment | Data Parsing | Email Extraction | Geo-Based Extraction | HTML Extraction | Key Point Extraction | Key Term Extraction | Scheduled Extraction | Theme Extraction | Web Data Extraction,Good,
151,Script Generation | JavaScript Execution | PHP Code Execution | Python Script Generation | Sales Script Recommendations | Script Composition | Script Parsing | Script Writing | Terminal Execution | WP-CLI Command Execution,Mixed,The cluster mixes code generation and execution with sales and general-purpose script writing.
154,Creator Identity Preservation | Creator Management | Creator Sourcing | Identity Preservation,Mixed,"Only half the tags concern identity preservation, while the others involve creator management and sourcing."
163,Action Item Extraction | Emotion Control | Human Escalation | Action Item Identification | Buyer Intent Detection | Custom Triggers and Actions | Escalation Rules | Intention Clarification | Reward Event Management | Smart Actions | Smart Bidding | Smart Folders | Smart Highlights | Smart Moment Detection | Smart Retopology,Bad,"The tags span conversation analysis, escalation workflows, bidding, folder organization, event management, and 3D retopology without a single capability covering half the cluster."
166,Text Generation | Sound Effect Generation | AI Voice Generation | Dialogue Generation | Speech Generation | Subject Line Generation | Voice Generation | AI Talking Head Generation | Character Reference Generation | Communication Generation | Multilingual Voice Generation | Neural Voice Synthesis | Quote Generation | Real-Time Speech Synthesis | Rubric Generation | Sound Effects Generation | Sound Generation | Speech Synthesis | Statistical Synthesis | Text-to-Speech Generation | Vocal Generation | Vocal Synthesis | Voice Synthesis,Mixed,"Most tags involve audio or voice generation, but several concern unrelated text, visual, statistical, or rubric generation."
168,Progress Tracking | Object Tracking | Rank Tracking | Body Motion Capture | Click Tracking | Cursor Tracking | Daily Position Tracking | Enquiry Tracking | Entity Relationship Tracking | Face Tracking | Geolocation | Hand Motion Capture | Job Tracking | Lead Stage Tracking | Motion Capture | Motion Cleanup | Motion Direction | Movement Tracking | Postback Tracking | Search Ranking Tracking | Shop GMV Tracking | Streak Tracking | Tracker Migration | User Tracking,Bad,"The tags span unrelated capabilities such as motion capture, user behavior monitoring, business workflow tracking, geolocation, and search rank tracking."
173,Baby Sex Selection | Conditional Branching | Digital Twin Creation | Memory Improvement | Parallel Generation | Parallel Generations,Bad,"Only the two parallel generation tags share a clear capability, while the remaining tags describe unrelated functions."
181,Document Analysis | SERP Analysis | Backlink Analysis | Trend Analysis | Audience Analysis | Content Gap Analysis | Content Gap Detection | Content Gap Identification | Contextual Webpage Analysis | Dependency Discovery | Domain Analysis | File Analysis | Gap Detection | Intent Analysis | Literature Screening | llms.txt Analysis | Pattern Detection | Repository Analysis | Research Gap Detection | Retention Analysis | SERP Clustering | Spelling Analysis | Tax Document Analysis | Theme Analysis | Topic Clustering | Trend Discovery | Typing Pattern Analysis | Viral Format Matching | Viral Presets | Viral Trend Analysis,Mixed,"Most tags concern SEO and content analysis, but several address unrelated document, code, tax, spelling, retention, and typing-pattern analysis."
185,Data Visualization | Chart Creation | Chart Generation | Diagram Generation | Canvas Loop Creation | Chart Rendering | Chart Selection | Content Visualization | Diagram Creation | Flowchart Creation | Gantt Chart Generation | Interactive Canvas | Plot Development | Pose Visualization,Mixed,"Most tags concern chart or diagram visualization, while canvas interaction and pose visualization represent distinct capabilities."
188,Code Generation | Code Refactoring | Code Completion | Code Debugging | Code Editing | Code Execution | Code Explanation | Code Review | Aesthetic QR Code Generation | Automatic Code Generation | Code Execution Sandboxes | Code Improvement Generation | Code Optimization | Code Planning | Code Search | Codebase Analysis | Multi-file Code Editing | Object Modification | QR Code Updating | Source Code Editing | Targeted Code Edits | VS Code Extension,Good,
189,Agent Capabilities | Agent Deployment | Agent Evaluation | Agent Insights | Agent Management | Agent Observability | Agent Team Collaboration | Agents API | Conversational Agent Deployment | Creative Agent Assistance | Custom Agent Building | Live Agent Escalation | No-Code Agent Building | Specialist Agent Deployment | Terminal Agent Interaction,Mixed,"Most tags concern building, deploying, or managing AI agents, while several describe distinct interaction, assistance, collaboration, or escalation functions."
191,Story Generation | AI Story Generation | AI Storyboarding | Narrative Structuring | Story Arc Development | Storybook Generation | User Story Analysis,Good,
197,Formula Generation | Calculator Building | Formula Writing | Loop Creation | Redirect Rule Creation | Spreadsheet Filling,Mixed,"Formula and computational logic creation form the largest capability, while redirect rule creation and spreadsheet filling serve distinct functions."
