cluster_id,sample_tags,rating,failure_reason
59,Keyword Research | Keyword Analysis | Custom Vocabulary | Keyword Clustering | Keyboard Shortcuts | Keyword Cannibalization Detection | Keyword Discovery | Keyword Generation | Keyword List Management | Keyword Optimization | Keyword Tracking | Keyword Visualization | Phrase Highlighting | Vocabulary Tracking,Mixed,"Most tags concern keyword research and management, but custom vocabulary, keyboard shortcuts, phrase highlighting, and vocabulary tracking represent distinct capabilities."
62,PDF Export | Code Export | Content Export | Content Import | Data Export | SCORM Export | Spreadsheet Export | AI Prompt Export | Chart Export | CMS Export | CSV Export | Document Export | Document Import and Export | DOCX Export | EXR Export | Flipbook Export | Google Docs Export | HTML/CSS/JS Export | Notion Export | Print-Ready Export | Quiz Export | Run History Export | Table Export | Translation Data Export | Workflow Export | xAPI Export,Good,
70,AI Music Generation | Music Generation | AI Background Music | AI Soundtrack Generation | Background Soundscape Generation | Focus Music Generation | Genre Blending | Lyric Development | Lyrics Generation | MIDI Generation | Music Addition | Music Composition | Music Customization | Music Distribution | Music Editing | Music Library | Music Library Access | Music Style Control | Text-to-Instrumental Generation | Text-to-Music Generation | Text-to-Song Generation,Mixed,"Several tags concern lyrics, editing, distribution, or library access rather than music generation."
71,Meeting Recording | Cross-Meeting Search | Meeting Capture | Meeting Search | Participant Recruitment,Bad,"The tags split across meeting capture, meeting search, and participant recruitment, with no single capability covering at least half."
86,Data Integration | Bulk Data Updates | Bulk Row Processing | CI/CD Pipeline | Data and Tool Integration | Data Cleaning | Data Deduplication | Data Delivery | Data Fusion | Data Isolation | Data Source Integration | Data Structuring | Data Transformation | Data Validation | Financial Data Integration | Structured Data Analysis | Structured Data Control | Vector Database Integration,Bad,"The tags span data integration, data processing, data quality, analysis, isolation, and CI/CD rather than one dominant capability."
87,Report Generation | Custom Report Generation | Financial Report Generation | Holistic Reporting | Interactive Report Creation | PDF Plan Download | PDF Processing | PDF Report Generation | Procedure Documentation | Report Preparation | Research Report Generation | Validation Report Generation | Writing Reports,Mixed,"Most tags concern report generation, but PDF downloading, generic PDF processing, and procedure documentation represent different capabilities."
107,Writing Feedback | Feedback Generation | Grammar Checking | Readability Improvement | Readability Scoring | Feedback and Corrections | Feedback Collection | Fluency Feedback | Grammar Analysis | Grammar Feedback | Timestamped Feedback,Good,
108,Performance Analytics | Performance Tracking | Performance Monitoring | Performance Reporting | Video Performance Tracking | Performance Learning | Post Performance Tracking | Social Performance Tracking,Good,
114,Quiz Generation | Question Answering | Quiz Creation | Adaptive Follow-Up Questions | Codebase Question Answering | Comprehension Analytics | Content Answerability Analysis | Content-Based Answering | Customer Question Answering | Follow-Up Question Answering | Interview Question Generation | Knowledge-Based Answering | Legal Question Answering | Quantitative Questioning | Question Classification | Question Generation | Question Keyword Research | Tax Question Answering,Bad,"The cluster mixes question answering, question generation, classification, analytics, and keyword research without any single capability covering at least half the tags."
129,Visibility Scoring | AI Visibility Auditing | AI Visibility Scoring | AI Visibility Tracking | Competitor Visibility Benchmarking,Good,
139,Bulk File Upload | Document Upload | File Upload | File Uploads,Good,
143,Tone Adjustment | Tone Customization | Pitch and Intonation Control | Pitch Control | Pronunciation Control | Pronunciation Customization | Pronunciation Feedback | Pronunciation Guides | Tone Consistency | Tone Preservation | Tone Rewriting,Bad,"The cluster mixes text tone manipulation, speech pitch control, and pronunciation guidance, with no single capability covering at least half the tags."
150,Information Extraction | Insight Extraction | Structured Data Extraction | Data Enrichment | Data Extraction | Text Extraction | Automated Data Extraction | Candidate Data Enrichment | Data Parsing | Email Extraction | Geo-Based Extraction | HTML Extraction | Key Point Extraction | Key Term Extraction | Scheduled Extraction | Theme Extraction | Web Data Extraction,Good,
151,Script Generation | JavaScript Execution | PHP Code Execution | Python Script Generation | Sales Script Recommendations | Script Composition | Script Parsing | Script Writing | Terminal Execution | WP-CLI Command Execution,Mixed,"The cluster mixes script generation and writing with code execution, command execution, and script parsing."
154,Creator Identity Preservation | Creator Management | Creator Sourcing | Identity Preservation,Mixed,"Only two tags concern identity preservation, while creator management and creator sourcing are distinct capabilities."
163,Action Item Extraction | Emotion Control | Human Escalation | Action Item Identification | Buyer Intent Detection | Custom Triggers and Actions | Escalation Rules | Intention Clarification | Reward Event Management | Smart Actions | Smart Bidding | Smart Folders | Smart Highlights | Smart Moment Detection | Smart Retopology,Bad,"The tags span unrelated capabilities such as action-item extraction, escalation, intent detection, automation, bidding, content organization, and topology optimization."
166,Text Generation | Sound Effect Generation | AI Voice Generation | Dialogue Generation | Speech Generation | Subject Line Generation | Voice Generation | AI Talking Head Generation | Character Reference Generation | Communication Generation | Multilingual Voice Generation | Neural Voice Synthesis | Quote Generation | Real-Time Speech Synthesis | Rubric Generation | Sound Effects Generation | Sound Generation | Speech Synthesis | Statistical Synthesis | Text-to-Speech Generation | Vocal Generation | Vocal Synthesis | Voice Synthesis,Mixed,"Most tags concern audio, voice, or speech generation, while the remainder cover unrelated text, video, reference, and statistical generation capabilities."
168,Progress Tracking | Object Tracking | Rank Tracking | Body Motion Capture | Click Tracking | Cursor Tracking | Daily Position Tracking | Enquiry Tracking | Entity Relationship Tracking | Face Tracking | Geolocation | Hand Motion Capture | Job Tracking | Lead Stage Tracking | Motion Capture | Motion Cleanup | Motion Direction | Movement Tracking | Postback Tracking | Search Ranking Tracking | Shop GMV Tracking | Streak Tracking | Tracker Migration | User Tracking,Bad,"The tags mix motion capture and spatial tracking with analytics, workflow monitoring, ranking, geolocation, and tracker maintenance capabilities."
173,Baby Sex Selection | Conditional Branching | Digital Twin Creation | Memory Improvement | Parallel Generation | Parallel Generations,Bad,"Only the two parallel generation tags share a capability, while the remaining tags describe unrelated functions."
181,Document Analysis | SERP Analysis | Backlink Analysis | Trend Analysis | Audience Analysis | Content Gap Analysis | Content Gap Detection | Content Gap Identification | Contextual Webpage Analysis | Dependency Discovery | Domain Analysis | File Analysis | Gap Detection | Intent Analysis | Literature Screening | llms.txt Analysis | Pattern Detection | Repository Analysis | Research Gap Detection | Retention Analysis | SERP Clustering | Spelling Analysis | Tax Document Analysis | Theme Analysis | Topic Clustering | Trend Discovery | Typing Pattern Analysis | Viral Format Matching | Viral Presets | Viral Trend Analysis,Mixed,"Most tags concern content, SEO, or trend analysis, but many others address unrelated document, code, tax, spelling, and typing-analysis capabilities."
185,Data Visualization | Chart Creation | Chart Generation | Diagram Generation | Canvas Loop Creation | Chart Rendering | Chart Selection | Content Visualization | Diagram Creation | Flowchart Creation | Gantt Chart Generation | Interactive Canvas | Plot Development | Pose Visualization,Mixed,"Most tags concern generating or rendering visualizations, but chart selection, interactive canvases, and canvas loop creation represent distinct capabilities."
188,Code Generation | Code Refactoring | Code Completion | Code Debugging | Code Editing | Code Execution | Code Explanation | Code Review | Aesthetic QR Code Generation | Automatic Code Generation | Code Execution Sandboxes | Code Improvement Generation | Code Optimization | Code Planning | Code Search | Codebase Analysis | Multi-file Code Editing | Object Modification | QR Code Updating | Source Code Editing | Targeted Code Edits | VS Code Extension,Bad,"The cluster mixes code creation and editing with execution, explanation, review, search, analysis, QR-code operations, and an editor extension."
189,Agent Capabilities | Agent Deployment | Agent Evaluation | Agent Insights | Agent Management | Agent Observability | Agent Team Collaboration | Agents API | Conversational Agent Deployment | Creative Agent Assistance | Custom Agent Building | Live Agent Escalation | No-Code Agent Building | Specialist Agent Deployment | Terminal Agent Interaction,Bad,"The tags cover distinct agent functions such as building, deployment, evaluation, observability, collaboration, escalation, and interaction rather than one coherent capability."
191,Story Generation | AI Story Generation | AI Storyboarding | Narrative Structuring | Story Arc Development | Storybook Generation | User Story Analysis,Good,
197,Formula Generation | Calculator Building | Formula Writing | Loop Creation | Redirect Rule Creation | Spreadsheet Filling,Bad,"Only formula generation and formula writing clearly share the same capability, while the other tags describe distinct operations."
