cluster_id,sample_tags,rating,failure_reason
189,Automated Time Tracking | Break Timers | Duration Matching | PTE Question Guidance | Time Management Guidance | Timesheet Management | Timestamp Generation,Mixed,"Most tags concern time tracking or management, but PTE question guidance, duration matching, and timestamp generation serve distinct functions."
193,Real-Time Collaboration | Chat-Based Editing | Real-Time Editing | Real-Time Insights | Real-Time Suggestions | Real-Time Text Editing | Real-Time Writing Suggestions,Mixed,"Most tags concern real-time editing or writing assistance, but real-time collaboration and real-time insights represent distinct capabilities."
194,Flashcard Generation | AI Flashcard Generation | Document-to-Flashcard Conversion | Flashcard Editing | Flashcard Export | Flashcard Sharing,Good,
214,Data Analysis | SERP Analysis | Data Categorization | Data Insights | Data Research | Domain Analysis | File Analysis | GA4 Data Analysis | Qualitative Analysis | Qualitative Data Analysis | Risk Analysis | Structured Data Analysis | Time Data Analysis | Timeframe-Based Investigation | UGC Analysis,Good,
216,Quiz Generation | FAQ Generation | Quiz Creation | Interview Brief Generation | Interview Outline Creation | Interview Q&A Generation | Interview Question Generation | Quantitative Questioning | Question Classification | Question Generation,Mixed,"Most tags involve generating questions or Q&A content, while interview brief and outline creation and question classification represent different capabilities."
229,Multi-Model Chat | Bookkeeping Expert Chat | Chat Analysis | Chat Organization | Chat-Based Creation | Chat-Based Development | Document Chat | Human-Like Chat Generation | Large Language Model Chat | Live Chat | Live Chat Management,Mixed,"Most tags concern conversational chat, but chat analysis, organization, management, creation, and development represent distinct operations."
232,Marketing Analytics | Marketing Reporting | Customer Behavior Analysis | Customer Ranking | Deliverability Analytics,Good,
235,Style Adjustment | Style Analysis | Style Application | Style Checking | Style Description | Style Guide Alignment | Style Presets | Style Selection | Style Transfer | Style Transformation | Visual Style Consistency | Warmup Rule Configuration,Good,
258,Document Scanning | OCR | OCR Text Extraction | OCR Text Scanning | OCR Translation,Good,
273,Video Summarization | Video Customization | Video Templates | Product Link-to-Video | Prompt-to-Video | Reference Video Analysis | Slideshow-to-Video | Video Annotations | Video Content Analysis | Video Format Selection | Video Localization | Video Narration | Video Personalization | Video Style Recreation | Video Watermarking,Good,
274,B-Roll Insertion | Proxy Rotation,Bad,"B-roll insertion is a video-editing capability, while proxy rotation is a network-access capability."
279,Keyword Clustering | SERP Clustering | Topic Clustering,Good,
282,A/B Testing | Test Generation | Test Case Generation | Test Code Generation | Test Scenario Generation | Unit Test Generation,Good,
287,Screen Recording | Screen and Camera Recording | Screen and Webcam Recording | Screenshot Annotation | Screenshot Capture | Screenshot-to-Mockup Conversion | Teleprompter,Good,
295,Action Item Extraction | Action Item Identification | PII Redaction | Smart Actions,Mixed,"Only action item extraction and identification share a clear capability, while PII redaction and smart actions do not."
